"Year","Quarter ID","Quarter","Month ID","Month","Day","Time ID","Time","Nation ID","Nation","State ID","State","Municipality ID","Municipality","Accum Cases","Daily Cases","AVG 7 Days Accum Cases","AVG 7 Days Daily Cases","Rate Daily Cases","Rate Accum Cases","Days from 50 Cases","Style"
2020,1,"Q1",3,"2020-03",24,20200324,"2020-03-24","mex","México",19,"Nuevo León",19019,"San Pedro Garza García",39,1,34.28571319580078,2.857142925262451,0.7266702651977539,28.340139389038086,0,"solid"
2020,1,"Q1",3,"2020-03",24,20200324,"2020-03-24","mex","México",19,"Nuevo León",19021,"General Escobedo",2,0,2,0.1428571492433548,0,0.42888543009757996,0,"solid"
2020,1,"Q1",3,"2020-03",24,20200324,"2020-03-24","mex","México",19,"Nuevo León",19026,"Guadalupe",9,1,5.714285850524902,0.7142857313156128,0.14076319336891174,1.2668687105178833,0,"solid"
2020,1,"Q1",3,"2020-03",24,20200324,"2020-03-24","mex","México",19,"Nuevo León",19031,"Juárez",1,0,1,0,0,0.25197547674179077,0,"solid"
2020,1,"Q1",3,"2020-03",24,20200324,"2020-03-24","mex","México",19,"Nuevo León",19039,"Monterrey",22,1,16.428571701049805,2.142857074737549,0.08890192955732346,1.95584237575531,0,"solid"
2020,1,"Q1",3,"2020-03",24,20200324,"2020-03-24","mex","México",19,"Nuevo León",19046,"San Nicolás de los Garza",5,0,4.4285712242126465,0.4285714328289032,0,1.0544897317886353,0,"solid"
2020,1,"Q1",3,"2020-03",24,20200324,"2020-03-24","mex","México",19,"Nuevo León",19048,"Santa Catarina",0,0,0,0,0,0,0,"solid"
2020,1,"Q1",3,"2020-03",24,20200324,"2020-03-24","mex","México",19,"Nuevo León",19049,"Santiago",0,0,0,0,0,0,0,"solid"
2020,1,"Q1",3,"2020-03",25,20200325,"2020-03-25","mex","México",19,"Nuevo León",19009,"Cadereyta Jiménez",2,2,0.2857142984867096,0.2857142984867096,1.9021351337432861,1.9021351337432861,0,"solid"
2020,1,"Q1",3,"2020-03",25,20200325,"2020-03-25","mex","México",19,"Nuevo León",19018,"García",0,0,0,0,0,0,0,"solid"
2020,1,"Q1",3,"2020-03",25,20200325,"2020-03-25","mex","México",19,"Nuevo León",19019,"San Pedro Garza García",39,0,36.14285659790039,1.8571428060531616,0,28.340139389038086,0,"solid"
2020,1,"Q1",3,"2020-03",25,20200325,"2020-03-25","mex","México",19,"Nuevo León",19021,"General Escobedo",2,0,2,0,0,0.42888543009757996,0,"solid"
2020,1,"Q1",3,"2020-03",25,20200325,"2020-03-25","mex","México",19,"Nuevo León",19026,"Guadalupe",9,0,6.4285712242126465,0.7142857313156128,0,1.2668687105178833,0,"solid"
2020,1,"Q1",3,"2020-03",25,20200325,"2020-03-25","mex","México",19,"Nuevo León",19031,"Juárez",1,0,1,0,0,0.25197547674179077,0,"solid"
2020,1,"Q1",3,"2020-03",25,20200325,"2020-03-25","mex","México",19,"Nuevo León",19039,"Monterrey",22,0,18.285715103149414,1.8571428060531616,0,1.95584237575531,0,"solid"
2020,1,"Q1",3,"2020-03",25,20200325,"2020-03-25","mex","México",19,"Nuevo León",19046,"San Nicolás de los Garza",5,0,4.5714287757873535,0.1428571492433548,0,1.0544897317886353,0,"solid"
2020,1,"Q1",3,"2020-03",25,20200325,"2020-03-25","mex","México",19,"Nuevo León",19048,"Santa Catarina",0,0,0,0,0,0,0,"solid"
2020,1,"Q1",3,"2020-03",25,20200325,"2020-03-25","mex","México",19,"Nuevo León",19049,"Santiago",0,0,0,0,0,0,0,"solid"
2020,1,"Q1",3,"2020-03",26,20200326,"2020-03-26","mex","México",19,"Nuevo León",19009,"Cadereyta Jiménez",2,0,0.5714285969734192,0.2857142984867096,0,1.9021351337432861,0,"solid"
2020,1,"Q1",3,"2020-03",26,20200326,"2020-03-26","mex","México",19,"Nuevo León",19018,"García",0,0,0,0,0,0,0,"solid"
2020,1,"Q1",3,"2020-03",26,20200326,"2020-03-26","mex","México",19,"Nuevo León",19019,"San Pedro Garza García",39,0,37.71428680419922,1.5714285373687744,0,28.340139389038086,0,"solid"
2020,1,"Q1",3,"2020-03",26,20200326,"2020-03-26","mex","México",19,"Nuevo León",19021,"General Escobedo",3,1,2.142857074737549,0.1428571492433548,0.21444271504878998,0.6433281302452087,0,"solid"
2020,1,"Q1",3,"2020-03",26,20200326,"2020-03-26","mex","México",19,"Nuevo León",19026,"Guadalupe",9,0,7.142857074737549,0.7142857313156128,0,1.2668687105178833,0,"solid"
2020,1,"Q1",3,"2020-03",26,20200326,"2020-03-26","mex","México",19,"Nuevo León",19031,"Juárez",1,0,1,0,0,0.25197547674179077,0,"solid"
2020,1,"Q1",3,"2020-03",26,20200326,"2020-03-26","mex","México",19,"Nuevo León",19039,"Monterrey",22,0,19.85714340209961,1.5714285373687744,0,1.95584237575531,0,"solid"
2020,1,"Q1",3,"2020-03",26,20200326,"2020-03-26","mex","México",19,"Nuevo León",19046,"San Nicolás de los Garza",5,0,4.714285850524902,0.1428571492433548,0,1.0544897317886353,0,"solid"
2020,1,"Q1",3,"2020-03",26,20200326,"2020-03-26","mex","México",19,"Nuevo León",19048,"Santa Catarina",0,0,0,0,0,0,0,"solid"
2020,1,"Q1",3,"2020-03",26,20200326,"2020-03-26","mex","México",19,"Nuevo León",19049,"Santiago",0,0,0,0,0,0,0,"solid"
2020,1,"Q1",3,"2020-03",27,20200327,"2020-03-27","mex","México",19,"Nuevo León",19009,"Cadereyta Jiménez",2,0,0.8571428656578064,0.2857142984867096,0,1.9021351337432861,0,"solid"
2020,1,"Q1",3,"2020-03",27,20200327,"2020-03-27","mex","México",19,"Nuevo León",19018,"García",1,1,0.1428571492433548,0.1428571492433548,0.3325076103210449,0.3325076103210449,0,"solid"
2020,1,"Q1",3,"2020-03",27,20200327,"2020-03-27","mex","México",19,"Nuevo León",19019,"San Pedro Garza García",40,1,38.28571319580078,0.5714285969734192,0.7266702651977539,29.066810607910156,0,"solid"
2020,1,"Q1",3,"2020-03",27,20200327,"2020-03-27","mex","México",19,"Nuevo León",19021,"General Escobedo",3,0,2.2857143878936768,0.1428571492433548,0,0.6433281302452087,0,"solid"
2020,1,"Q1",3,"2020-03",27,20200327,"2020-03-27","mex","México",19,"Nuevo León",19026,"Guadalupe",9,0,7.714285850524902,0.5714285969734192,0,1.2668687105178833,0,"solid"
2020,1,"Q1",3,"2020-03",27,20200327,"2020-03-27","mex","México",19,"Nuevo León",19031,"Juárez",1,0,1,0,0,0.25197547674179077,0,"solid"
2020,1,"Q1",3,"2020-03",27,20200327,"2020-03-27","mex","México",19,"Nuevo León",19039,"Monterrey",26,4,21.571428298950195,1.7142857313156128,0.3556077182292938,2.311450242996216,0,"solid"
2020,1,"Q1",3,"2020-03",27,20200327,"2020-03-27","mex","México",19,"Nuevo León",19046,"San Nicolás de los Garza",7,2,5.142857074737549,0.4285714328289032,0.42179587483406067,1.4762855768203735,0,"solid"
2020,1,"Q1",3,"2020-03",27,20200327,"2020-03-27","mex","México",19,"Nuevo León",19048,"Santa Catarina",0,0,0,0,0,0,0,"solid"
2020,1,"Q1",3,"2020-03",27,20200327,"2020-03-27","mex","México",19,"Nuevo León",19049,"Santiago",0,0,0,0,0,0,0,"solid"
2020,1,"Q1",3,"2020-03",28,20200328,"2020-03-28","mex","México",19,"Nuevo León",19009,"Cadereyta Jiménez",2,0,1.1428571939468384,0.2857142984867096,0,1.9021351337432861,0,"solid"
2020,1,"Q1",3,"2020-03",28,20200328,"2020-03-28","mex","México",19,"Nuevo León",19018,"García",1,0,0.2857142984867096,0.1428571492433548,0,0.3325076103210449,0,"solid"
2020,1,"Q1",3,"2020-03",28,20200328,"2020-03-28","mex","México",19,"Nuevo León",19019,"San Pedro Garza García",40,0,38.85714340209961,0.5714285969734192,0,29.066810607910156,0,"solid"
2020,1,"Q1",3,"2020-03",28,20200328,"2020-03-28","mex","México",19,"Nuevo León",19021,"General Escobedo",3,0,2.4285714626312256,0.1428571492433548,0,0.6433281302452087,0,"solid"
2020,1,"Q1",3,"2020-03",28,20200328,"2020-03-28","mex","México",19,"Nuevo León",19026,"Guadalupe",9,0,8.285714149475098,0.5714285969734192,0,1.2668687105178833,0,"solid"
